# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-s" "2" "-a" "ref/Saccharomyces_cerevisiae.gtf" "-o" "counts.txt" "-p" "SRR19383416.bam" "SRR19383417.bam" "SRR19383418.bam" "SRR19383407.bam" "SRR19383408.bam" "SRR19383409.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR19383416.bam	SRR19383417.bam	SRR19383418.bam	SRR19383407.bam	SRR19383408.bam	SRR19383409.bam
YCR042C	III	201174	205397	-	4224	1012	1437	1460	1716	1224	1367
snR65	III	177183	177282	+	100	73	79	116	49	24	43
YCL055W	III	27929	28936	+	1008	480	616	416	719	698	915
YCR003W	III	118620	119171	+	552	247	350	287	360	310	409
YCR022C	III	157421	157765	-	345	15	17	13	26	14	42
YCR089W	III	267434	272263	+	4830	697	1002	1049	1900	1646	2108
tG(GCC)C	III	142701	142771	-	71	0	0	0	0	0	0
YCL016C	III	94621	95763	-	1143	222	357	296	739	637	760
YCL031C	III	64675	65568	-	894	1078	1364	1086	831	699	891
YCL048W-A	III	41488	41727	+	240	0	6	8	583	526	756
YCR018C	III	148238	148903	-	666	266	355	275	712	646	782
YCL022C	III	81570	82085	-	516	15	10	9	8	7	18
YCR087C-A	III	264006	264467	-	462	494	522	488	84	61	76
tT(AGU)C	III	295484	295556	+	73	4	8	2	0	3	9
YCL023C	III	78949	79296	-	348	0	0	0	2	13	3
YCL010C	III	103571	104350	-	780	437	426	422	1436	1202	1501
YCR001W	III	115685	115999	+	315	5	2	4	5	15	18
tM(CAU)C	III	149920	149991	+	72	0	0	0	0	0	0
YCL018W	III	91324	92418	+	1095	0	1	0	0	0	0
YCR073C	III	242588	246583	-	3996	448	599	528	1257	967	1210
YCR048W	III	211929	213761	+	1833	1727	2194	2034	3123	2749	3297
YCL005W-A	III;III;III	107023;107111;107288	107033;107191;107417	+;+;+	222	1421	1709	1543	698	655	715
YCR033W	III	186489	190169	+	3681	1409	1973	1623	2057	1795	2151
YCL007C	III	106974	107366	-	393	20	11	24	3	17	18
YCR019W	III	152837	153928	+	1092	226	296	278	511	446	451
YCR102C	III	304361	305467	-	1107	62	47	40	428	298	372
YCR075W-A	III	248975	249202	+	228	251	211	193	263	259	311
YCL058W-A	III	23584	23925	+	342	36	31	59	5	2	8
YCL047C	III	43661	44437	-	777	256	374	292	604	501	680
YCR106W	III	310958	313456	+	2499	549	724	611	2134	1607	2195
YCR040W	III	200442	200969	+	528	0	0	0	0	0	2
YCR061W	III	225563	227458	+	1896	479	641	631	1470	1187	1518
YCR045C	III	208135	209610	-	1476	14	8	17	108	72	129
YCR085W	III	262916	263269	+	354	8	13	10	0	0	7
YCR024C-B	III	162599	162865	-	267	9199	11587	10200	6241	5835	7247
YCR101C	III	302482	303030	-	549	70	83	48	2122	1605	2013
YCL049C	III	39786	40724	-	939	364	489	306	2380	1990	2505
YCR015C	III	141217	142170	-	954	238	340	316	538	486	581
snR33	III	142364	142546	-	183	4350	4712	5351	4518	3810	4906
YCR038C	III	197621	199549	-	1929	176	177	175	406	386	412
YCL063W	III	17290	18561	+	1272	571	759	656	540	496	626
YCR024C	III	160744	162222	-	1479	234	336	234	919	734	917
YCR065W	III	229310	231004	+	1695	1288	1711	1429	3267	2870	3577
YCR087W	III	263976	264491	+	516	60	34	41	13	13	29
YCR034W	III	190592	191635	+	1044	4842	6185	5152	565	528	661
YCL052C	III	34143	35393	-	1251	806	899	710	4150	3742	4662
YCR004C	III	119575	120318	-	744	2249	2615	2310	4630	4144	5202
YCR059C	III	223454	224230	-	777	795	984	849	447	384	473
tL(CAA)C	III;III	90859;90929	90896;90972	+;+	82	0	0	0	0	0	0
YCR096C	III	293179	293538	-	360	2	3	1	4	7	10
YCR028C-A	III;III	172950;173199	173115;173440	-;-	408	1701	1985	1931	1115	986	1141
tN(GUU)C	III	127716	127789	+	74	0	1	1	0	3	2
YCL021W-A	III	83620	83997	+	378	282	352	347	276	216	268
YCL064C	III	15798	16880	-	1083	3558	4606	4384	7541	6648	8652
YCR028C	III	170886	172424	-	1539	890	1200	1136	2092	1604	2052
YCR082W	III	258883	259269	+	387	963	1110	926	1334	1152	1590
YCL061C	III	18816	22106	-	3291	684	1036	896	560	426	597
YCL073C	III	6479	8326	-	1848	0	0	2	3	0	6
YCR013C	III	138402	139049	-	648	940	794	769	467	501	582
YCR090C	III	272315	272863	-	549	734	894	778	590	481	640
YCR084C	III	260311	262452	-	2142	4125	5333	4870	3043	2666	3184
YCR050C	III	213464	213772	-	309	8	4	7	10	12	12
YCR099C	III	300832	301299	-	468	43	71	74	1521	1191	1525
YCL066W	III	13282	13809	+	528	2	2	0	2	1	5
snR189	III	178610	178798	-	189	1363	1447	1702	1273	985	1407
YCR095C	III	288170	289258	-	1089	397	501	375	720	642	896
YCR068W	III	237214	238776	+	1563	634	884	727	3680	3317	4332
YCL017C	III	92777	94270	-	1494	3035	4117	3643	5752	4879	6113
YCL058C	III	23523	23981	-	459	85	126	148	130	119	126
YCL014W	III	96281	101191	+	4911	2552	3311	2957	1622	1478	1698
YCL050C	III	37836	38801	-	966	2834	3510	3141	1219	1030	1252
YCR067C	III	233125	236322	-	3198	3087	3896	3466	3940	3657	4630
YCR047C	III	210718	211545	-	828	274	300	400	92	71	70
YCR044C	III	206877	207950	-	1074	1348	1688	1508	3176	2824	3577
YCR026C	III	164111	166339	-	2229	972	1164	1105	1879	1501	1890
YCR093W	III	280117	286443	+	6327	7606	10421	9151	7608	6486	8003
YCR012W	III	137746	138996	+	1251	186959	243768	209503	186912	159341	197561
YCR075C	III	248033	248815	-	783	450	542	577	2207	1954	2373
YCL043C	III	48653	50221	-	1569	19881	27613	23023	22723	18780	23856
YCL025C	III	76018	77919	-	1902	1344	1684	1805	650	515	656
YCL067C	III	12386	13018	-	633	1	0	0	3	3	3
YCR023C	III	158538	160373	-	1836	1113	1429	1409	4932	4513	5558
YCR010C	III	132273	133124	-	852	0	15	6	76	39	84
YCL056C	III	26925	27359	-	435	122	117	127	319	263	307
YCR081W	III	254371	258654	+	4284	1048	1447	1206	2359	2240	2668
YCR018C-A	III	151608	151862	-	255	23	45	36	104	73	93
YCR030C	III	173826	176438	-	2613	1979	2357	1975	4342	3700	5007
YCL027W	III	71803	73341	+	1539	374	415	329	1188	1027	1354
YCL051W	III	35865	37616	+	1752	527	670	577	1083	935	1311
YCL038C	III	54941	56527	-	1587	785	1117	872	5961	4795	5842
YCR027C	III	167370	167999	-	630	288	388	369	600	589	715
YCL001W-A	III	113080	113541	+	462	7	0	14	20	15	18
YCR016W	III	143634	144506	+	873	392	608	465	66	63	91
YCL054W	III	31449	33974	+	2526	1497	1985	1740	102	62	89
YCR105W	III	309070	310155	+	1086	23	31	29	94	76	87
YCR024C-A	III	162945	163067	-	123	7014	7906	7303	4645	4306	5088
YCL020W	III	85102	86418	+	1317	0	0	0	0	0	0
YCL019W	III	85102	90415	+	5314	25	14	80	25	31	41
RUF22	VI	199299	199813	-	515	0	4	2	1	0	0
YFL031C-A	VI	76014	76115	-	102	60	65	90	74	98	124
YFL026W	VI	82580	83875	+	1296	123	132	148	861	797	997
YFR027W	VI	207452	208297	+	846	63	105	81	130	95	124
YFR052W	VI	252505	253329	+	825	1625	2114	1707	3385	2756	3341
YFL064C	VI	3322	3846	-	525	6	8	8	32	21	14
YFL015C	VI	106469	106963	-	495	2	0	0	17	12	24
YFL011W	VI	112345	113985	+	1641	4	11	6	60	50	52
YFR017C	VI	182274	182861	-	588	49	57	59	1298	1042	1435
YFL018C	VI	101628	103127	-	1500	3725	4657	4188	4929	4500	5661
YFL032W	VI	74872	75192	+	321	8	4	4	19	16	27
YFR036W	VI	226963	227337	+	375	69	108	82	112	77	110
YFR006W	VI	156145	157752	+	1608	1037	1433	1290	2699	2149	2771
YFR021W	VI	194812	196314	+	1503	698	844	749	1487	1386	1729
tK(CUU)F	VI	226688	226760	-	73	7	11	6	6	3	2
YFL034W	VI	65477	68698	+	3222	982	1227	1053	1529	1266	1632
YFL012W-A	VI	109810	110184	+	375	9	5	3	23	9	24
YFL024C	VI	87847	90345	-	2499	559	879	730	1260	1118	1366
YFL013C	VI	107852	109930	-	2079	528	708	704	1010	748	987
RUF23	VI	221714	221967	+	254	0	4	2	7	5	9
YFL046W	VI	42815	43438	+	624	150	136	167	258	224	309
YFR014C	VI	172537	173877	-	1341	503	629	532	2398	2224	2633
YFL056C	VI	14305	15431	-	1127	257	331	298	22966	20162	24957
YFL041W-A	VI	48734	48925	+	192	20	32	12	525	371	503
YFR055W	VI	264204	265226	+	1023	446	530	544	473	355	467
YFR013W	VI	169922	172285	+	2364	1025	1391	1187	1163	1070	1290
YFR049W	VI	248523	248894	+	372	260	300	285	1133	947	1132
YFL050C	VI	33272	35848	-	2577	290	401	347	1839	1519	2117
YFR044C	VI	239992	241437	-	1446	7713	10004	8600	17866	15646	19657
YFR032C-B	VI	223710	223973	-	264	102	94	127	45	43	40
YFR034W-A	VI	226022	226309	+	288	128	162	148	190	165	170
tP(UGG)F	VI;VI	101376;101443	101411;101478	+;+	72	23	20	38	7	11	18
YFR009W	VI	162488	164746	+	2259	4001	5368	4374	3573	3133	3844
tA(AGC)F	VI	204924	204996	-	73	3	2	4	0	1	0
YFL045C	VI	43628	44392	-	765	10877	13923	11737	4309	3947	4592
YFL068W	VI	53	535	+	483	0	0	0	0	0	1
YFR018C	VI	183131	184222	-	1092	624	727	791	634	699	700
YFR034C	VI	225020	225958	-	939	273	345	387	260	263	285
YFR029W	VI	210937	212973	+	2037	362	419	416	463	442	551
YFL003C	VI	134521	137157	-	2637	31	45	34	111	82	107
YFR041C	VI	237368	238255	-	888	555	710	525	670	603	627
YFL059W	VI	11363	12259	+	897	42	70	68	91	77	81
YFL062W	VI	6426	7565	+	1140	7	5	13	59	39	69
YFR026C	VI	205748	206257	-	510	34	52	52	195	184	225
YFL014W	VI	107256	107585	+	330	150	184	117	48704	43547	59105
YFL066C	VI	1437	2615	-	1179	9	9	26	39	38	37
YFL047W	VI	40421	42565	+	2145	822	1095	1002	1582	1227	1533
YFR032C-A	VI	223258	223437	-	180	9290	10227	10044	792	727	878
YFR056C	VI	263957	264325	-	369	5	6	6	8	4	3
RUF20	VI	131061	131503	-	443	104	111	84	112	123	142
YFL044C	VI	44655	45560	-	906	517	651	510	2543	2234	2686
YFR011C	VI	166746	167258	-	513	223	306	270	223	182	201
YFR022W	VI	196833	199034	+	2202	488	619	470	3459	2893	3631
YFR047C	VI	244279	245166	-	888	1427	1586	1649	2679	2306	2935
tF(GAA)F	VI;VI	157916;157971	157951;158007	-;-	73	5	3	5	4	1	4
YFL051C	VI	30058	30540	-	483	7	10	12	20	8	11
YFL054C	VI	20847	22787	-	1941	144	200	164	2228	1698	2145
YFR036W-A	VI	227451	228101	+	651	41	59	64	39	49	29
YFR024C-A	VI;VI	201960;203387	203292;203433	-;-	1380	2810	3599	3145	4707	4251	5034
YFR045W	VI;VI	241998;242082	242009;242999	+;+	930	150	199	147	1035	874	1162
YFR002W	VI	150016	152535	+	2520	1897	2527	2150	1655	1421	1901
YFL012W	VI	110647	111093	+	447	1	15	4	1	3	5
YFL033C	VI	69115	74427	-	5313	1345	1756	1658	3974	3278	4194
YFL021W	VI	95966	97498	+	1533	830	908	949	6257	5736	7150
YFL008W	VI	119429	123106	+	3678	1327	1883	1568	1426	1303	1555
YFL019C	VI	100252	100605	-	354	3	1	3	182	204	189
YFR005C	VI	154527	155873	-	1347	541	658	531	1169	1024	1260
YFL022C	VI	93499	95010	-	1512	5695	7529	6636	1695	1623	1992
YFL028C	VI	79344	80213	-	870	679	873	763	1425	1241	1425
YFL052W	VI	28232	29629	+	1398	18	20	14	470	439	477
YFR008W	VI	160535	161200	+	666	125	119	100	762	720	834
YFL002C	VI	145114	146934	-	1821	876	1060	1044	536	510	588
YFL055W	VI	17004	18680	+	1677	138	183	158	72937	60449	77751
YFL034C-B	VI;VI	63016;63974	63859;63993	-;-	864	323	412	381	204	195	247
YFR023W	VI	199874	201709	+	1836	14	18	12	49	27	50
YFR001W	VI	149110	149724	+	615	431	579	502	156	127	159
YFL023W	VI	90986	93376	+	2391	390	523	544	64	33	65
YFL020C	VI	99231	99599	-	369	4	22	14	319	236	301
tY(GUA)F2	VI;VI	210619;210669	210654;210707	-;-	75	3	6	6	32	33	48
YFL067W	VI	836	1363	+	528	2	2	0	0	0	3
YFR031C-A	VI;VI	220507;221415	221267;221418	-;-	765	18233	23292	20778	1578	1348	1750
YFL010C	VI	115108	115743	-	636	1193	1620	1386	1065	1007	1248
tN(GUU)F	VI	137486	137559	-	74	4	2	1	25	18	19
YFL053W	VI	23423	25198	+	1776	14	12	10	163	146	172
YFR030W	VI	213312	216419	+	3108	6235	8321	6872	357650	308944	389019
YFR003C	VI	152657	153124	-	468	276	285	256	1054	866	1063
YFL039C	VI;VI	53260;54687	54377;54696	-;-	1128	58072	72232	64877	48879	44254	55800
YFL029C	VI	78055	79161	-	1107	177	241	250	519	414	528
YFL030W	VI	76831	77988	+	1158	82	116	91	1516	1280	1631
YFL058W	VI	12929	13951	+	1023	9	13	6	36	36	40
YFL016C	VI	104701	106236	-	1536	539	800	798	1914	1398	1838
YFR040W	VI	234242	237250	+	3009	1777	2279	1902	2418	2117	2750
YFL041W	VI	49139	51007	+	1869	2705	3567	3119	9650	8192	10045
tS(GCU)F	VI;VI	191513;191577	191557;191613	-;-	82	11	7	11	8	11	6
tG(GCC)F1	VI	162228	162298	+	71	0	4	1	2	0	0
YFL036W	VI	58782	62837	+	4056	1752	2522	2039	2185	2043	2476
YFR053C	VI	253592	255049	-	1458	669	848	616	22525	18711	22809
YFL048C	VI	38843	40180	-	1338	1973	2378	2044	2560	2284	2674
YFL015W-A	VI	106415	106732	+	318	2	0	0	2	5	8
YFR057W	VI	269061	269516	+	456	0	0	0	0	0	1
YFR046C	VI	243074	244159	-	1086	163	200	132	493	420	508
YFL037W	VI	56336	57709	+	1374	9458	11834	10481	7840	6804	8556
YFL061W	VI	9545	10222	+	678	2	9	2	18	8	32
YFL017C	VI	103983	104462	-	480	331	424	414	504	424	456
YFR012W	VI	167888	168496	+	609	9	9	11	6	17	18
YFL034C-A	VI;VI	64243;64921	64599;64932	-;-	369	1536	1914	1623	223	255	293
YFR010W	VI	165067	166566	+	1500	1822	2523	1992	4871	4333	5228
YFL040W	VI	51350	52972	+	1623	4	7	0	8	24	15
YFR020W	VI	192737	193435	+	699	151	274	193	1342	1135	1352
YFR038W	VI	229380	231941	+	2562	893	1200	1019	1179	983	1132
YFR012W-A	VI	169224	169310	+	87	4	7	1	6	0	2
YFL031W	VI;VI	75179;76092	75839;76147	+;+	717	15627	20028	16977	37679	33766	41817
YFL017W-A	VI	103699	103932	+	234	186	214	278	799	632	723
YFL005W	VI	130334	130981	+	648	2050	2611	2271	2971	2670	3294
YFR019W	VI	184502	191338	+	6837	1495	2036	1707	3716	3258	4158
YFL042C	VI	45720	47744	-	2025	383	610	457	2385	2097	2786
YFR042W	VI	238458	239060	+	603	523	607	565	1315	1242	1514
YFR050C	VI	249066	249866	-	801	1573	2159	1976	3610	3079	3677
YFR007W	VI	159299	160360	+	1062	179	204	177	612	441	523
YFL065C	VI	3030	3338	-	309	6	11	12	16	12	17
YFL038C	VI	55366	55986	-	621	2752	3294	3172	4170	3566	4648
YFR015C	VI	174265	176391	-	2127	361	531	398	3414	2804	3479
tG(GCC)F2	VI	180974	181044	-	71	14	16	9	7	2	1
YFR009W-A	VI	163875	164132	+	258	0	0	0	0	0	0
YFL060C	VI	10301	10969	-	669	35	15	32	93	114	136
YFR043C	VI	239114	239827	-	714	150	208	166	520	423	525
YFL049W	VI	36803	38674	+	1872	419	595	528	1255	1040	1207
YFR052C-A	VI	253429	253734	-	306	18	25	24	644	466	605
RUF21	VI	57815	58521	-	707	44	44	37	40	22	25
YFR028C	VI	208413	210068	-	1656	1084	1381	1265	941	791	951
YFR010W-A	VI	166728	166916	+	189	4	12	5	4	13	11
YFR051C	VI	250163	251803	-	1641	3660	4731	4057	2859	2584	3071
YFR016C	VI	177042	180743	-	3702	1115	1551	1433	1441	1170	1483
YFR032C	VI	222090	222959	-	870	21	29	37	1	6	7
YFL001W	VI	147131	148459	+	1329	417	604	468	435	379	517
YFR037C	VI	227513	229186	-	1674	1212	1674	1552	919	832	948
YFL013W-A	VI	107799	108602	+	804	17	21	12	26	23	44
YFL063W	VI	5066	5521	+	456	0	0	0	0	0	0
YFR025C	VI	203743	204750	-	1008	720	874	709	1242	1144	1464
YFL025C	VI	84145	87234	-	3090	1399	1843	1632	2789	2401	2915
YFR054C	VI	258855	259433	-	579	28	36	34	41	63	57
YFR033C	VI	224326	224769	-	444	536	670	581	1017	876	1083
YFR031C	VI	216594	220106	-	3513	763	1073	955	939	878	916
YFL021C-A	VI	95761	96615	-	855	22	13	24	46	89	116
YFL010W-A	VI	114990	115274	+	285	34	31	32	11	21	13
YFR039C	VI	232012	233544	-	1533	820	1142	922	1662	1358	1719
YFL027C	VI	80419	81912	-	1494	217	256	256	602	584	644
YFL007W	VI	123479	129910	+	6432	5611	7461	6454	8824	7584	9126
YFL004W	VI	131810	134296	+	2487	6462	8786	7328	5111	4327	5317
YFR048W	VI	246146	248134	+	1989	514	618	570	727	646	843
YFR035C	VI	226121	226465	-	345	6	20	28	9	6	5
tY(GUA)F1	VI;VI	167437;167490	167475;167525	+;+	75	0	2	6	0	0	0
YFL009W	VI	116145	118484	+	2340	1271	1694	1538	1791	1487	1918
YFR004W	VI	153393	154313	+	921	1164	1531	1361	1880	1513	1791
YFL002W-B	VI	138204	139520	+	1317	0	0	0	0	0	0
YFL002W-A	VI	138204	143517	+	5314	19	28	16	63	62	87
YAL037W	I	74020	74823	+	804	65	66	54	198	169	262
YAL016W	I	124879	126786	+	1908	3796	5114	4365	10329	8892	10787
YAL003W	I;I	142174;142620	142253;143160	+;+	621	25919	32537	28597	3724	3560	4451
YAL053W	I	45899	48250	+	2352	3385	4436	3878	6364	5907	7128
YAL031W-A	I	84669	84977	+	309	5	4	0	15	10	13
YAL019W	I	114919	118314	+	3396	1806	2516	2144	856	762	938
YAL024C	I	101565	105872	-	4308	1072	1410	1172	778	676	859
YAL034W-A	I	79718	80587	+	870	131	140	110	176	122	129
YAL064W-B	I	12046	12426	+	381	39	25	27	67	50	74
YAL018C	I	118564	119541	-	978	4	1	0	22	23	35
YAL037C-A	I	73426	73518	-	93	3	9	0	3	0	2
YAL056C-A	I	38696	39046	-	351	9	0	15	12	8	15
tL(CAA)A	I;I	181141;181211	181178;181254	+;+	82	12	15	4	1	2	13
YAL048C	I	52801	54789	-	1989	442	567	454	1640	1409	1761
YAL025C	I	100225	101145	-	921	410	580	568	6	21	14
YAR064W	I	220198	220497	+	300	0	2	0	0	0	0
YAL031C	I	84749	87031	-	2283	655	758	726	2004	1936	2522
YAR075W	I	228844	229317	+	474	4	5	0	49	28	50
YAL063C-A	I	22395	22685	-	291	14	15	12	38	43	40
tP(UGG)A	I;I	139152;139219	139187;139254	+;+	72	4	9	4	0	2	0
tA(UGC)A	I	166267	166339	+	73	17	9	9	13	20	13
YAL023C	I	106272	108551	-	2280	9887	12895	11209	3676	3069	3979
YAL062W	I	31567	32940	+	1374	95	127	117	4264	3797	4732
YAR061W	I	218140	219145	+	1006	0	0	0	0	1	2
YAL026C	I	95630	99697	-	4068	3416	4525	3857	3668	3123	3867
YAL014C	I	128252	129019	-	768	492	647	571	2735	2352	2952
YAL034C-B	I	79489	79842	-	354	5	1	4	6	7	14
YAR035W	I	190193	192256	+	2064	56	70	83	128	194	222
YAL010C	I	134184	135665	-	1482	239	291	282	654	586	772
YAL042W	I	61316	62563	+	1248	4072	5136	4639	3123	2719	3386
YAL038W	I	71786	73288	+	1503	264943	353587	297991	94420	78392	97088
YAR003W	I	155005	156285	+	1281	371	520	473	1576	1209	1564
YAL045C	I	57488	57796	-	309	11	6	7	21	22	15
YAR007C	I	156754	158619	-	1866	1348	1694	1484	1581	1300	1726
YAL030W	I;I	87286;87501	87387;87752	+;+	354	539	655	600	1521	1399	1705
YAR027W	I	183770	184477	+	708	645	886	705	2969	2521	3252
YAL055W	I	42177	42719	+	543	80	101	54	159	130	138
YAL060W	I	35155	36303	+	1149	1862	2304	1954	22598	19418	24094
YAL017W	I	120225	124295	+	4071	2252	2993	2472	12762	10778	13632
YAR018C	I	170396	171703	-	1308	478	618	505	588	507	620
YAL069W	I	335	649	+	315	0	0	0	0	1	0
YAL063C	I	24000	27968	-	3969	43	40	41	790	647	886
YAL046C	I	57029	57385	-	357	343	397	371	494	430	577
YAR020C	I	176856	177023	-	168	5	15	18	233	225	293
snR18	I	142367	142468	+	102	800	827	1083	368	311	445
YAR050W	I	203403	208016	+	4614	134	171	182	237	239	312
YAL016C-B	I	124307	124492	-	186	2	3	9	27	17	35
YAR019C	I	172211	175135	-	2925	528	753	677	1855	1686	2043
YAR029W	I	186321	186545	+	225	28	39	35	117	131	123
YAR002W	I	152257	153876	+	1620	1021	1264	1273	1103	988	1173
YAL039C	I	68716	69525	-	810	177	239	202	332	361	351
YAR030C	I	186512	186853	-	342	24	27	22	53	45	81
YAR047C	I	201467	201787	-	321	10	7	16	36	24	36
YAL022C	I	108877	110430	-	1554	1708	2284	1998	2708	2333	2832
YAL011W	I	132199	134076	+	1878	239	360	298	207	148	208
YAL001C	I;I	147594;151097	151006;151166	-;-	3483	1151	1366	1199	2945	2482	3136
YAL056W	I	39259	41901	+	2643	1125	1515	1173	3975	3252	4156
YAL066W	I	10091	10399	+	309	0	2	3	261	206	200
YAL013W	I	129270	130487	+	1218	192	242	259	382	368	435
YAL047W-A	I	54584	54913	+	330	4	6	8	21	29	36
YAL016C-A	I	124755	125069	-	315	24	34	33	163	179	200
YAL064W	I	21566	21850	+	285	4	10	4	29	31	41
YAR071W	I	225460	226863	+	1404	680	994	762	282	265	220
YAR033W	I	188107	188811	+	705	165	258	257	398	313	386
YAR069C	I	224011	224304	-	294	0	0	0	1	0	0
YAR019W-A	I	174998	175330	+	333	11	2	3	24	20	30
YAR070C	I	224563	224862	-	300	6	2	2	5	10	15
YAL054C	I	42881	45022	-	2142	205	219	203	1300	1173	1374
YAL067C	I	7235	9016	-	1782	106	139	99	44837	39543	48742
YAL059W	I	36509	37147	+	639	439	567	526	106	109	102
YAL005C	I	139503	141431	-	1929	16792	22822	17968	67871	59937	72880
YAL068W-A	I	538	792	+	255	0	0	0	0	0	0
YAL035W	I	76427	79435	+	3009	9215	12307	10596	2272	1782	2329
YAL008W	I	136914	137510	+	597	265	286	307	1027	793	1024
YAL020C	I	113614	114615	-	1002	127	181	203	339	289	298
YAL032C	I	83335	84474	-	1140	322	314	296	620	530	718
YAL015C	I	126903	128102	-	1200	195	311	199	910	766	980
YAL028W	I	92900	94486	+	1587	134	207	142	1744	1504	1897
YAL042C-A	I	61231	61608	-	378	44	26	34	107	84	107
YAL065C	I	11565	11951	-	387	2	4	4	7	3	13
YAL009W	I	135854	136633	+	780	277	387	291	618	515	661
YAR014C	I	166742	168871	-	2130	1234	1561	1401	2871	2419	2852
YAL037C-B	I	72326	73300	-	975	2819	2893	2675	624	539	652
YAR053W	I	208367	208663	+	297	9	8	10	29	10	18
YAL036C	I	75043	76152	-	1110	1418	1887	1904	159	102	141
YAL059C-A	I	36496	36918	-	423	19	35	22	12	10	12
YAL002W	I	143707	147531	+	3825	1060	1485	1175	4170	3572	4112
YAL021C	I	110846	113359	-	2514	1918	2433	2340	1546	1620	1953
tS(AGA)A	I	182522	182603	-	82	4	5	0	6	3	1
YAL061W	I	33448	34701	+	1254	129	193	168	5923	4928	6267
YAR023C	I	179281	179820	-	540	61	74	54	1062	945	1094
YAL034C	I	80710	81951	-	1242	296	358	291	2349	1966	2639
YAL026C-A	I	95386	95823	-	438	92	93	102	85	75	114
YAR002C-A	I	154065	154724	-	660	3412	4829	3771	2856	2454	2876
YAL004W	I	140760	141407	+	648	34	57	33	107	86	114
YAR008W	I	158966	159793	+	828	179	250	207	108	80	107
YAL067W-A	I	2480	2707	+	228	0	0	0	0	0	0
YAL049C	I	51855	52595	-	741	813	1072	842	1882	1645	2064
YAR060C	I	217157	217492	-	336	0	0	0	0	0	0
YAL047C	I	54989	56857	-	1869	281	387	289	503	422	545
YAL029C	I	87855	92270	-	4416	3119	4190	3812	2444	2114	2611
YAR031W	I	186836	187732	+	897	138	162	123	187	137	188
YAL027W	I	94687	95472	+	786	154	195	163	436	384	509
YAR073W	I	227742	228953	+	1212	4	13	8	139	135	110
YAL033W	I	82706	83227	+	522	318	446	362	306	263	303
YAR015W	I	169375	170295	+	921	1661	2105	1963	4102	3185	3995
YAL044W-A	I	57518	57850	+	333	481	504	447	741	674	827
YAL041W	I	62840	65404	+	2565	1251	1765	1450	2657	2221	2767
YAL019W-A	I	114250	114819	+	570	10	9	8	9	28	9
YAR035C-A	I	192337	192417	-	81	0	0	0	0	0	0
YAL068C	I	1807	2169	-	363	2	0	0	4	0	3
YAR042W	I	192619	196185	+	3567	1419	1932	1709	1697	1391	1870
YAL051W	I	48564	51707	+	3144	791	1103	775	1976	1787	2202
YAL043C	I	58695	61052	-	2358	1325	1732	1530	2151	1862	2457
YAR066W	I	221049	221660	+	612	0	0	0	2	5	4
YAL044C	I	57950	58462	-	513	1774	2184	2071	5172	4193	5433
YAR068W	I	222406	222891	+	486	0	0	0	6	4	1
YAL058W	I	37464	38972	+	1509	631	714	676	842	801	1019
YAL012W	I	130799	131983	+	1185	11162	14089	12530	132957	115910	149943
YAL064C-A	I	13363	13743	-	381	3	2	9	6	6	11
YAR028W	I	184892	185596	+	705	244	363	319	623	525	617
HRA1	I	99305	99868	+	564	8	22	26	74	39	82
YAL007C	I	137698	138345	-	648	2196	2812	2279	1489	1394	1502
YAL040C	I	65778	67520	-	1743	1322	1635	1506	2273	2173	2749
YAR010C	I	164544	165866	-	1323	26	34	64	14	10	27
YAR009C	I	160597	164187	-	3591	860	1210	906	801	748	942
tD(GUC)Q	Mito	68322	68396	+	75	11	5	13	16	16	20
Q0065	Mito;Mito;Mito;Mito	13818;16435;18954;20508	13986;16470;18991;21935	+;+;+;+	1671	1672	2594	1746	2138	1645	2207
Q0080	Mito	27666	27812	+	147	11	8	13	8	8	15
Q0160	Mito	61022	61729	+	708	600	826	631	508	482	510
Q0070	Mito;Mito;Mito;Mito;Mito	13818;16435;18954;20508;21995	13986;16470;18991;20984;23167	+;+;+;+;+	1893	87	163	83	92	55	63
Q0142	Mito	51052	51228	+	177	6	8	2	11	7	6
Q0275	Mito	79213	80022	+	810	6312	7917	6490	12010	11165	14013
tR(ACG)Q2	Mito	69289	69362	+	74	1	0	0	2	3	4
tK(UUU)Q	Mito	67061	67134	+	74	24	25	19	18	25	37
Q0010	Mito	3952	4338	+	387	0	2	1	2	1	3
Q0255	Mito;Mito;Mito	74495;75663;75904	75622;75872;75984	+;+;+	1419	357	555	383	1039	853	1129
tN(GUU)Q	Mito	71433	71503	+	71	25	23	16	22	29	37
Q0020	Mito	6546	8194	+	1649	400	651	1203	712	536	522
tE(UUC)Q	Mito	35373	35444	+	72	6	8	13	18	16	15
Q0140	Mito	48901	50097	+	1197	359	602	428	1067	791	1073
Q0075	Mito;Mito	24156;24906	24870;25255	+;+	1065	495	989	483	480	388	455
Q0250	Mito	73758	74513	+	756	7768	10694	7784	14343	12954	15887
Q0017	Mito	4254	4415	+	162	0	0	0	0	0	0
tC(GCA)Q	Mito	64415	64490	+	76	8	17	5	6	11	7
Q0144	Mito	54109	54438	+	330	0	0	0	0	0	0
tG(UCC)Q	Mito	67468	67542	+	75	14	30	23	22	28	20
